run_id,fetched_at,vendor_slug,company_domain,url_from,url_to,domain_rating_source,traffic_domain,title
20260526-112948,2026-05-26T11:29:48Z,workday,adobe.com,https://www.adobe.com/kr/privacy/policies/adobe-fonts.html,https://wd5.myworkday.com/wday/drs/outage?t=adobe&s=external_experienced,96.0,137137120,Adobe Fonts
20260526-112948,2026-05-26T11:29:48Z,workday,xing.com,https://www.xing.com/pages/albemarle-germany-gmbh,https://wd5.myworkday.com/wday/drs/outage?t=albemarle&s=External,94.0,515357,Albemarle Germany GmbH: Informationen und Neuigkeiten | XING
20260526-112948,2026-05-26T11:29:48Z,workday,www.gov.uk,https://www.gov.uk/government/organisations/innovate-uk/about,https://wd3.myworkday.com/wday/drs/outage?t=innovateuk&s=innovateukcareers,94.0,61322364,About us - Innovate UK - GOV.UK
20260526-112948,2026-05-26T11:29:48Z,workday,ca.gov,https://www.alameda.courts.ca.gov/es/informacion-general/empleo/oportunidades-de-trabajo,https://wd5.myworkday.com/alamedacourts/d/task/3005$4482.htmld,93.0,11684381,Oportunidades de trabajo | Superior Court of California | County of Alameda
20260526-112948,2026-05-26T11:29:48Z,workday,hatena.ne.jp,https://profile.hatena.ne.jp/partidacorona/profile,https://www.myworkday.com/carthagehost/d/home.htmld,93.0,1454434,partidacoronaさんのプロフィール - はてな
20260526-112948,2026-05-26T11:29:48Z,workday,nginx.org,https://mailman.nginx.org/pipermail/nginx-announce/2022/VHEP3DYZU4X3O4UAFPJH7QE7JMV5UNYQ.html,https://wd5.myworkday.com/wday/drs/outage?t=ffive&s=nginx,93.0,282912,[nginx-announce] njs-0.7.2
20260526-112948,2026-05-26T11:29:48Z,workday,rakuten.co.jp,https://total-solutions.rakuten.co.jp/careers/,https://www.myworkday.com/wday/drs/outage?t=rakuten&s=RakutenTotalSolutions,93.0,77539048,採用情報 | 楽天トータルソリューションズ株式会社
20260526-112948,2026-05-26T11:29:48Z,workday,f5.com,https://www.f5.com/es_es/company/careers,https://wd5.myworkday.com/wday/drs/outage?t=ffive&s=f5jobs,93.0,378938,Careers | F5
20260526-112948,2026-05-26T11:29:48Z,workday,businessinsider.com,https://www.businessinsider.com/investment-banker-salaries-boutique-banks-centerview-moelis-evercore-lazard-2022-11,https://wd3.myworkday.com/wday/drs/outage?t=rothschildandco&s=Rothschildandco_Lateral,92.0,6135968,"What Boutique Investment Firms Pay Bankers, From Analyst to VP - Business Insider"
20260526-112948,2026-05-26T11:29:48Z,workday,mit.edu,https://cdo.mit.edu/channels/cpg-retail/,https://wd3.myworkday.com/wday/drs/outage?t=rbi&s=RBI_External_Career_Site,92.0,16955290,CPG / Retail – Career Development Office | MIT Sloan School of Management
20260526-112948,2026-05-26T11:29:48Z,workday,stanford.edu,https://med.stanford.edu/gme/housestaff/current/payroll_w2.html,https://wd5.myworkday.com/stanfordhealthcare/login.htmld,92.0,3991661,"HR, Payroll & W-2 | Graduate Medical Education | Stanford Medicine"
20260526-112948,2026-05-26T11:29:48Z,workday,notion.site,https://fluffy-steed-c33.notion.site/Faculty-Associates-f80c3011c7644a46aaa3c4abbd73e03d,https://www.myworkday.com/asu/learning/course/05c64d56fc8a100202a81bf6b9800001,92.0,69705,Faculty Associates | Notion
20260526-112948,2026-05-26T11:29:48Z,workday,stackoverflow.com,https://stackoverflow.com/questions/56226535/workday-human-resources-api-invalid-request-service-version,https://services1.myworkday.com/ccx/service/MYTENANTNAME/Human_Resources/v32.1,92.0,7908354,soap - Workday Human Resources API - Invalid request service version - Stack Overflow
20260526-112948,2026-05-26T11:29:48Z,workday,constantcontact.com,https://myemail.constantcontact.com/CETL-Insider--December-2023.html?soid=1130001855744&aid=JCYNTdO7uMw,https://wd5.myworkday.com/madisoncollege/email-universal/inst/17815%24548/rel-task/2997%2410951.htmld,92.0,374845,CETL Insider: December 2023
20260526-112948,2026-05-26T11:29:48Z,workday,slack.com,https://slack.com/marketplace/ABH43V9RN-workday,https://nw.myworkday.com/api/link_workday,92.0,4881314,Workday | Slack Marketplace
20260526-112948,2026-05-26T11:29:48Z,workday,nasa.gov,https://cce-datasharing.gsfc.nasa.gov/programs/jobs/6/html/1/,https://www.myworkday.com/wday/drs/outage?t=psu&s=PSU_Academic,92.0,13090153,NASA Biosphere
20260526-112948,2026-05-26T11:29:48Z,workday,windows.net,https://spicy1.blob.core.windows.net/emergency-plumber-melbourne/plumber-melbourne.html,https://www.myworkday.com/carthagehost/d/home.htmld,92.0,813466,Plumber Melbourne
