run_id,fetched_at,vendor_slug,company_domain,url_from,url_to,domain_rating_source,traffic_domain,title
20260526-120720,2026-05-26T12:07:20Z,deel,waterforpeople.org,https://www.waterforpeople.org/careers/,https://jobs.deel.com/job-boards/water-for-people,70.0,2318,Water For People Jobs | Make an Impact with your Career
20260526-120720,2026-05-26T12:07:20Z,deel,evervault.com,https://evervault.com/careers/revenue-operations,https://jobs.deel.com/job-boards/6611e343-a40c-436d-8569-356cf1061fc2/job-details/eae9264a-b692-4c2a-a5b4-fbf7ac0662c1/application,68.0,1743,Evervault — Developer building blocks for data security and compliance
20260526-120720,2026-05-26T12:07:20Z,deel,immigrantinvest.com,https://immigrantinvest.com/ru/cases/opening-a-business-for-austria-residence-permit/,https://jobs.deel.com/ImmigrantInvest,68.0,163604,ВНЖ Австрии через открытие бизнеса: как переехать в Евросоюз?
20260526-120720,2026-05-26T12:07:20Z,deel,tumo.org,https://tumo.org/jobs,https://jobs.deel.com/tumo-center-for-creative-technologies/job-details/3c58d11b-7fbc-428a-a071-520d7f71027c/overview,63.0,2505,Jobs - TUMO Center for Creative Technologies
20260526-120720,2026-05-26T12:07:20Z,deel,legal.io,https://www.legal.io/jobs/5758681/Full-time/Senior-Analyst-Regulatory-Interactions-and-Licensing,https://jobs.deel.com/job-boards/klarna/job-details/04def46d-54f0-4032-acd7-dfd76c8a74aa/application?source=linkedin,57.0,18562,Senior Analyst - Regulatory Interactions and Licensing at Klarna | New York (Full Time) | Legal.io
20260526-120720,2026-05-26T12:07:20Z,deel,redbaycoffee.com,https://www.redbaycoffee.com/pages/careers,https://jobs.deel.com/job-boards/red-bay-coffee-company,56.0,1562,Careers
20260526-120720,2026-05-26T12:07:20Z,deel,liwlig.com,https://www.liwlig.com/case/the-opening-of-forskaren,https://jobs.deel.com/liwlig-group,49.0,1634,Vectura Forskaren - The Opening of Forskaren | Liwlig
20260526-120720,2026-05-26T12:07:20Z,deel,shortlist.net,https://climatejobs.shortlist.net/companies/zembo/jobs/60185688-vetting-officer-job-at-zembo,https://jobs.deel.com/job-boards/zembo/job-details/691bc550-b3ac-4614-9e9c-b6b71a926527,38.0,1123,Vetting Officer job at Zembo @ Zembo | Shortlist Job Board
20260526-120720,2026-05-26T12:07:20Z,deel,spiderrock.net,https://spiderrock.net/careers/,https://jobs.deel.com/job-boards/spiderrock-technology-solutions-llc,37.0,1368,Careers & Job Opportunities | SpiderRock
20260526-120720,2026-05-26T12:07:20Z,deel,bresh.com,https://www.bresh.com/company/careers,https://jobs.deel.com/job-boards/bresh-careers/job-details/6f03c5b1-bbec-477e-b1fb-11ee12cdee78,35.0,15797,Bresh
20260526-120720,2026-05-26T12:07:20Z,deel,engbim.com,https://engbim.com/mep-bim-clash-detection-benefits-contractors/,https://jobs.deel.com/eng-bim-company,33.0,1371,MEP BIM Clash Detection: Key Benefits for Contractors - ENG
20260526-120720,2026-05-26T12:07:20Z,deel,jobdanmark.dk,https://jobdanmark.dk/job/business-development-brand-and-product-search-sales-pricerunner,https://jobs.deel.com/klarna/job-details/0ca0a8e3-047b-4f84-a615-e4af03b104f5/overview,27.0,14093,"Business Development, Brand and Product Search Sales (PriceRunner) | jobdanmark"
20260526-120720,2026-05-26T12:07:20Z,deel,empleos.hn,https://empleos.hn/jobs/especialista-en-monitoreo-y-seguimiento-6,https://jobs.deel.com/job-boards/water-for-people/job-details/f7477d90-6213-40fc-b5a7-f862557a567b,26.0,3581,ESPECIALISTA EN MONITOREO Y SEGUIMIENTO Honduras | RDS - Empleos.hn
20260526-120720,2026-05-26T12:07:20Z,deel,edtech.com,https://www.edtech.com/jobs/training-coordinator-9499,https://jobs.deel.com/job-boards/compliancequest/job-details/7153ae40-ce25-41ca-914a-5b71d2457e54,24.0,37369,Training Coordinator | Edtech.com
20260526-120720,2026-05-26T12:07:20Z,deel,theugandanjobline.com,https://theugandanjobline.com/2025/09/junior-project-engineer-jobs-zembo-motorcycles.html,https://jobs.deel.com/job-boards/zembo/job-details/d119cd9d-8ae9-4b0d-89b8-1804c4d481f1,21.0,6185,Junior Project Engineer Jobs – Zembo Motorcycles
